Programa de Estaciones Meteorologicas del Bachillerato Universitario  (PEMBU)                                                                                                 
www.ruoa.unam.mx/pembu                                                                                                                                                        
Estacion ENP4-UNAM,Ciudad de Mexico                                                                                                                                           
Lat 19.4037 N, Lon 99.1949 W, Alt 2307 msnm                                                                                                                                   
Horario UTC-6h                                                                                                                                                                
Datos meteorologicos                                                                                                                                                          
                                                                                                                                                                              
Fecha_hora,Temp,Hum_Rel,Rapidez_v_sostenido,Dir_v_sostenido,Rapidez_rachas,Dir_rachas,Presion_bar,Precipitacion,Rad_Solar,Indice_UV,Dosis_UV                                  
aaaa/mm/dd HH:MM:SS,C,%,m/s,grados,m/s,grados,hPa,mm,W/m2,adimensional,mJ/cm2                                                                                                 
2004/04/01 00:00:00,   11.4,   71.0,     .0,   90.0,    1.8,  157.5,  775.8,     .0,     .0,      .0,      .0                                                                 
2004/04/01 00:30:00,   11.4,   73.0,     .0,  180.0,     .9,  180.0,  775.8,     .0,     .0,      .0,      .0                                                                 
2004/04/01 01:00:00,   11.3,   73.0,     .0,  202.5,     .9,  202.5,  775.4,     .0,     .0,      .0,      .0                                                                 
2004/04/01 01:30:00,   11.2,   72.0,     .0,  225.0,    1.3,  225.0,  775.0,     .0,     .0,      .0,      .0                                                                 
2004/04/01 02:00:00,   11.1,   73.0,     .0,  247.5,    1.3,  225.0,  774.7,     .0,     .0,      .2,      .0                                                                 
2004/04/01 02:30:00,   10.9,   71.0,     .9,  247.5,    2.7,  247.5,  774.7,     .0,     .0,      .3,      .1                                                                 
2004/04/01 03:00:00,   10.6,   73.0,     .0,   null,     .0,   null,  774.3,     .0,     .0,      .3,      .1                                                                 
2004/04/01 03:30:00,   10.4,   75.0,     .0,  292.5,     .4,  292.5,  774.4,     .0,     .0,      .3,      .1                                                                 
2004/04/01 04:00:00,   10.2,   75.0,     .0,  270.0,    1.3,  270.0,  774.2,     .0,     .0,      .3,      .1                                                                 
2004/04/01 04:30:00,   10.2,   76.0,     .0,  270.0,     .9,  270.0,  774.3,     .0,     .0,      .2,      .0                                                                 
2004/04/01 05:00:00,    9.9,   79.0,     .0,  315.0,     .9,  315.0,  774.4,     .0,     .0,      .3,      .1                                                                 
2004/04/01 05:30:00,    9.9,   80.0,     .4,  360.0,    2.2,  360.0,  774.5,     .0,     .0,      .1,      .0                                                                 
2004/04/01 06:00:00,    9.7,   82.0,    1.3,  337.5,    3.6,  315.0,  774.9,     .0,     .0,      .2,      .0                                                                 
2004/04/01 06:30:00,    9.6,   80.0,    2.2,  315.0,    3.6,  337.5,  775.1,     .0,     .0,      .2,      .0                                                                 
2004/04/01 07:00:00,    9.7,   80.0,    1.3,  315.0,    3.1,  315.0,  775.2,     .0,    8.0,      .3,      .1                                                                 
2004/04/01 07:30:00,   10.1,   79.0,     .9,  315.0,    2.2,  315.0,  775.7,     .0,   44.0,      .4,      .1                                                                 
2004/04/01 08:00:00,   10.8,   76.0,     .4,  360.0,    2.2,  360.0,  775.8,     .0,  107.0,      .6,      .1                                                                 
2004/04/01 08:30:00,   11.6,   71.0,     .9,  360.0,    2.7,  360.0,  776.1,     .0,  172.0,     1.0,      .2                                                                 
2004/04/01 09:00:00,   12.3,   66.0,     .4,  360.0,    1.8,   67.5,  776.2,     .0,  189.0,     1.3,      .2                                                                 
2004/04/01 09:30:00,   13.6,   62.0,     .4,   90.0,    2.2,   90.0,  776.4,     .0,  281.0,     2.3,      .4                                                                 
2004/04/01 10:00:00,   14.0,   62.0,    1.3,  112.5,    3.6,  202.5,  776.2,     .0,  507.0,     3.5,      .6                                                                 
2004/04/01 10:30:00,   15.1,   54.0,    1.3,  180.0,    4.5,  157.5,  776.2,     .0,  588.0,     4.4,      .7                                                                 
2004/04/01 11:00:00,   15.5,   50.0,    1.8,  135.0,    4.5,  135.0,  775.7,     .0,  670.0,     5.5,      .9                                                                 
2004/04/01 11:30:00,   16.6,   47.0,    1.8,   67.5,    3.6,  135.0,  775.4,     .0,  607.0,     6.0,     1.0                                                                 
2004/04/01 12:00:00,   17.4,   42.0,    1.3,   67.5,    4.0,   67.5,  775.0,     .0,  892.0,     7.7,     1.2                                                                 
2004/04/01 12:30:00,   17.3,   42.0,    1.8,   67.5,    6.3,   22.5,  774.4,     .0,  258.0,     3.5,      .6                                                                 
2004/04/01 13:00:00,   18.7,   35.0,    1.8,   90.0,    5.4,  112.5,  773.7,     .0,  889.0,     7.8,     1.3                                                                 
2004/04/01 13:30:00,   19.1,   34.0,    2.2,  112.5,    6.3,  135.0,  773.1,     .0,  681.0,     6.6,     1.1                                                                 
2004/04/01 14:00:00,   20.3,   30.0,    2.7,  202.5,    5.8,  225.0,  772.7,     .0,  729.0,     6.0,     1.0                                                                 
2004/04/01 14:30:00,   18.9,   32.0,    2.7,  202.5,    5.8,  202.5,  772.2,     .0,  152.0,     3.0,      .5                                                                 
2004/04/01 15:00:00,   19.6,   31.0,    1.8,  225.0,    5.4,  247.5,  771.9,     .0,  212.0,     2.5,      .4                                                                 
2004/04/01 15:30:00,   18.7,   40.0,    2.7,  180.0,    6.3,  180.0,  771.8,     .0,  163.0,     1.8,      .3                                                                 
2004/04/01 16:00:00,   18.5,   39.0,    2.7,  202.5,    7.6,  112.5,  771.5,     .0,  181.0,     2.0,      .3                                                                 
2004/04/01 16:30:00,   18.3,   33.0,    1.8,  180.0,   12.1,  360.0,  771.9,     .0,   59.0,      .6,      .1                                                                 
2004/04/01 17:00:00,   16.6,   47.0,    4.0,  337.5,   13.9,  315.0,  771.9,     .0,  254.0,     1.2,      .2                                                                 
2004/04/01 17:30:00,   16.1,   44.0,    4.0,  180.0,    8.9,  180.0,  771.9,     .0,  190.0,     1.2,      .2                                                                 
2004/04/01 18:00:00,   15.1,   51.0,    4.5,  157.5,    8.0,  135.0,  772.2,     .0,   54.0,      .6,      .1                                                                 
2004/04/01 18:30:00,   14.5,   53.0,    4.0,  157.5,    8.5,  135.0,  772.6,     .0,   25.0,      .4,      .1                                                                 
2004/04/01 19:00:00,   14.7,   52.0,    1.8,  157.5,    4.9,  157.5,  772.4,     .0,    8.0,      .3,      .1                                                                 
2004/04/01 19:30:00,   14.9,   49.0,    1.3,  112.5,    3.6,  112.5,  772.7,     .0,     .0,      .3,      .1                                                                 
2004/04/01 20:00:00,   14.9,   43.0,    2.7,  247.5,    5.8,  247.5,  772.8,     .0,     .0,      .3,      .1                                                                 
2004/04/01 20:30:00,   14.8,   43.0,    2.7,  270.0,    6.3,  247.5,  773.1,     .0,     .0,      .3,      .1                                                                 
2004/04/01 21:00:00,   14.5,   47.0,    2.7,  270.0,    5.8,  292.5,  773.6,     .0,     .0,      .3,      .1                                                                 
2004/04/01 21:30:00,   13.3,   56.0,    2.7,  202.5,    5.8,  202.5,  774.2,     .0,     .0,      .3,      .1                                                                 
2004/04/01 22:00:00,   13.0,   59.0,     .9,  202.5,    3.1,  202.5,  774.3,     .0,     .0,      .3,      .1                                                                 
2004/04/01 22:30:00,   12.6,   60.0,    1.8,  157.5,    3.6,  180.0,  774.2,     .0,     .0,      .3,      .1                                                                 
2004/04/01 23:00:00,   12.3,   62.0,     .4,  157.5,    2.2,  180.0,  774.2,     .0,     .0,      .3,      .1                                                                 
2004/04/02 23:30:00,   15.8,   34.0,    1.8,  225.0,    6.3,  225.0,  774.3,     .0,     .0,      .3,      .1                                                                 
2004/04/02 00:00:00,   11.4,   68.0,     .0,  157.5,     .9,  157.5,  774.2,     .0,     .0,      .2,      .0                                                                 
2004/04/02 00:30:00,   11.3,   68.0,     .0,  157.5,    1.3,  157.5,  774.1,     .0,     .0,      .1,      .0                                                                 
2004/04/02 01:00:00,   11.1,   67.0,     .9,  225.0,    2.2,  225.0,  774.0,     .0,     .0,      .1,      .0                                                                 
2004/04/02 01:30:00,   10.9,   67.0,    1.3,  247.5,    2.7,  225.0,  773.7,     .0,     .0,      .3,      .1                                                                 
2004/04/02 02:00:00,   10.6,   69.0,    1.3,  225.0,    2.7,  225.0,  773.5,     .0,     .0,      .3,      .1                                                                 
2004/04/02 02:30:00,   10.1,   71.0,    1.3,  225.0,    2.7,  225.0,  773.3,     .0,     .0,      .3,      .1                                                                 
2004/04/02 03:00:00,   10.1,   68.0,     .9,  225.0,    2.7,  225.0,  772.9,     .0,     .0,      .3,      .1                                                                 
2004/04/02 03:30:00,    9.9,   70.0,     .4,  247.5,    2.2,  247.5,  772.5,     .0,     .0,      .3,      .1                                                                 
2004/04/02 04:00:00,    9.3,   72.0,     .4,  315.0,    2.7,  180.0,  772.4,     .0,     .0,      .3,      .1                                                                 
2004/04/02 04:30:00,    9.2,   74.0,     .0,  180.0,     .4,  180.0,  772.6,     .0,     .0,      .3,      .1                                                                 
2004/04/02 05:00:00,    9.4,   72.0,     .4,  225.0,    2.2,  225.0,  772.7,     .0,     .0,      .3,      .1                                                                 
